platform,type,query,title,description,url,display_url,creative_image,position,timestamp,is_premium
Яндекс,Яндекс.Директ,туры по россии,Волшебный Новый год 2026 в сердце Суздаля. Экоотель…,,https://yabs.yandex.ru/count/WcqejI_zOoVX2LaQ0lqI0DDYXYMSm0cOlM42UZFyj_j0m7i10HtwV2vtzco_S-SDTxv-n-iDTxX3H4epHbY7g5KSIqbrZRfg9ACEGUX63QCY4abAHTOQLX9BI2E4PWGj3T6m2iq8ejv0Cf91WWHFqf6Iqem5Ti2KpHFNfPLZfD97CECiRGC3CEWuca3au-FZurC2OufSW1R6L641MXXJX0LeOKn5AK0BOsgm02sCAIW5Q65C2HQWFH5v9EThWlopeSnBHucSBhr4gyJkGxZvmUizS5dq-DIsqwwfGpNk6xUbJsTKUkDEwTIEubAxZagXJbmApPzGwFGPbTeiSB0U2f2DJiXNvuBbnkibuvgCO1NYWO5lTZe3gGQ6XfpFDqo06y01RE1wBI3MZh2VbbR3tWpxQMarR7l84WNWqbCrvHcQRHiEmmVIQaW8u0l6r600MngirNunmOG9rVOkc37uIAA_8Ha4PoriJRZTLNLmm1OZ5dRGOKqUOGhR1dQ4OyXDPepkOSmQFCWbGE3ALmGpC2WWOZc3IqvCKuzkVdEm97yu04NSFZY09OZ_Is5Bq_TIsDBqkJDJHFwUWblujGb0UldP122zCCtClJ5cUO8R57EywxgkqsOBK9eWkN9SQUcTWuyiRFJMy_cot-jIwEJ9tyjGIvGVqnwSm9Fa7QB_Udqn29NTRsbTPz8NWr3PlVPFHhaLOVDPBrIZ5S3sUbR7iBnHVXij8F83dhJG0HNy2ZveyXFyuZTsup3btITpYnKRcUDUzV5-jeMT7SLvJ7BqODiwOf-5mb9PIEMro7QlC_P4AWviqHALLrBnrR9rQ0G0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,33,2025-11-12 16:47:43,False
Яндекс,Яндекс.Директ,туры по россии,Туры на теплоходах - 2026,,https://yabs.yandex.ru/count/WrGejI_zOoVX2LbZ13KQ04Ehf5F7RW9cdm3N6oQWDyD_kmy4l1CGq5NaD2ftca2Vp-NEdkrtxdpNryxNxtYzuGxtoNFqWsITeMJ4etGqu-Y7-WCau-TvOWh2YG843m2gGYJmL8L-U7Bmv30guaco9b6HPXnLgrHR2ftYjnH_IcsUgj1FbPh3oSDJ5GAISSDA8qV-Z4wTkVEEGfrFdghGJuuSrYAZ8Xvh47NeA0SUlVEezEcKMeMAg3MCa8IAZ920Qgkrg8YAH2B9cYIqX1HK8rbh227LLA6af2MagWmW8XnBrXf0ITAwhkkY4PYCEs3AvedhqienKkaZc76Mje4167GSOKoH2z32c2eiG0jZYh00BOofA0LeOKmD5g25CGMb02sCAS42j2tYj7A-9ln-c2o1ENANqwNx79tuVGZ3VF3ckmVk2ofMdg3ydc0v7E3BeiUdjfrsJHsgST-uBNqwez8RTqgdTXINsdLK2dNYKcZ-X4AdpwZKPe63zL20R7H2lZeNB3TUiJmdIJmev_CD4-06S00RkFWKo3D4hrNOJqkhOM-6_RIq6hOzP8a2SEcfchBl0v9Dz3JRDXo63wJLa1305uofmG2s3kXQBmOVIVGt98FWh8Mj2M-858Y9GPeMTj1X2KJPGM7hAUWm4yf_5_V5a9iw5ioanMfZnCmOtSEODNYGIu30bQy8Pc1GGCHo1fUScAOUtVoAe0Bsmzxh1UM3A_mj_c-C5DZtnaY1VUu4mUxVxSAuh_rGXlhP3sKefdafpcAM9tItTbtNTTfi0KeJ91U58bzTz4wXo5SNlQNxVFbpEOagy-JlnNKrzcFQWn7e4Zd--Y-jwqmw60qDokzuDwlCnJfnAVFQF-dKnjSbLACLmFPwLiVmWvIVSPftUC2J5Zex_0FQGoBy72DGWebLxnROMGu_uWZmdoyj_ZPsKXP73LjWPIJwKqc3sq3bT_RWBNJAIpLPBeLNJGPK4vT1QegUG3x9QrlY3bMq9StEZLxTn1F7agBjGMaC5q5WTXioS3cD-8kdbGC3MWJOpXiCNgIR5oH2Q5jSbXaRqhulyd-Va0cQah9Wbb9_DtfErKSNyDp9-J5SmG_6Qwr9NjlYCJBMU2g4W2gZbe2BGgRxwjFRTmC0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,34,2025-11-12 16:47:43,False
Яндекс,Яндекс.Директ,туры по россии,Тур «Релакс» увидеть Северное Сияние - 3 дня 2 ночи,,https://yabs.yandex.ru/count/WcGejI_zOoVX2LaC0hKI05EYWoMSm0cOlM42UZFyj_j0m7i10HtwV2vtzco_S-SDTxv-n-iDTxX9GaDKAv8H41N926c9-ZC2TSYAH689QOGCAv8Lw4QHjRgab2HY1qpPF75TMZb6Adq4CyxIDZ00WuwZ2KG-FZu-FYKmfiW5Q65C5HQWXJ55M80MnbIK0hGmfWOBqCAOWbA05iQKO07Q4v57Shuc464KqNNaP7AwIOfgJH_2CH-ytWENHOzFRJljcZfKuxvnM_fqHgKtxfHExIWkjUke5Eh4fT3y2OLEdr6fpG87ww40sUY4V7KkM6wy8_2IF4N1wh5sTxDVQE6LX87T-Np31BW17C06xirqPzV3AkodfTMmDyD-MbeDsnwoH06uz5HDsTDist0OFf1MGq80Np2c1WFOqc2jzejffckiS-LTC6FmaKH_Gp88pbhOcZZpmI41BMUTXHrqM9D7cCAMZQySGsxgM6QCxc7C6Zp89K3WobS4Cp0e868vWqjEJ5EFRduFOCh-i0UIjlZ17B9S_bU3LTNtQh2g-joRiFdl7mHslpQ65DxFnf32OvffB3nccSBQ8NFCN7gRottNTLsdpHQWD45otKpH4jFxpHGjCRsz-h8lCgTZFTahaI9NvyUq1oEWumZtpt-zliMART5lQLrdqhTOiIrwhKSYnSUJN1Ogv2TrLxeSyWdLQ0MmlPxLCImhAByH34Qq1pnfeGCM_1QBrX8kVEY8Vb54t46p741GbjOfDESjJMT4pJiPc-VZdBS72WSX_pQ8KgHzx5mbjfYv7Xh325m4sAB1pg7mrKItumK0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,35,2025-11-12 16:47:43,False
Яндекс,Яндекс.Директ,туры по россии,"Тур на Байкал ""Лёд-2026"" - Спецпредложение до 30.12",,https://yabs.yandex.ru/count/Wi4ejI_zOoVX2LdY0fqL0FEbaIMSm0cOVG9SRvY0tWp_xJuGy5P0G6_0Y12ij2criAm1snBUB5HCcBAao1cWXJwVovqzs-_SUSEThz_nUiCTxcq_UQf2pnDJ44uK87XoM8zkAFrOYuoAUAn1I4j6IJdiAVxCxMVqbaQVKUZpYJkbI4j6IZ_M824IIqWZRbIDXgn4zH2LXX0LgCeEcB9vuhgqSenK-WXcdALjO0067KSJY7nyV7nyIc1CaGlGmfWgB40BOugm02sCgIW5Q65C3HQWXJ45fG0jZ2d10hGjuhHolYO6QwoK62FHcDEbbz1jsJ-49tpmUWzS5Zq-jUsqQ-fGZVl6RUdJ6PNUk5CwjQEurAwZKgWJbqBp9nGwVKQbDWiSh8S2PACJyjMvOBdn_l5aOA5fv7o-OGBS00vW0vS99KpoYrFOJqkhOM-6_RIq6hOzP8a2SEcfchA72Y95hX7dw3MwfzcsuJ1y8As6X02-O4mD1h1rGDTwAtnPOXQyOCRW8ud-XcGGdBMmDL5cXQCaAsU6XHrqM9D7cC8MILWuXjpKiSmOtSEODNYGIu30bQy8Pc1GGCHo1fUScAOUtVpYvSWVzaiCfJwuHhBylpLzXDzRqqVukHm8w_xU0WpsjHT8DVti1L9DJ3CzvODPZX425RFSTrtNTTfi0KeJ95S7AYHQUkz0XKHBR_sRBqyuGrlqv1z4oLER7zCUd42N7fKu__LCQ5YUtloMrdKc9ZGiJszU-oTz35v5yPApf6ID2Ccc2TLe1R2zdjKnB0-LFr0Bq8e3dhJG0IFyT0P2H1S1uEUuBrqGbv2X8VMxzrh01p9xq3BJ5EIOjEoVST4sGDc-gQPiSLnl_A8I_4umtL0faxfLHtWMotYBNluZq-W3i792NiX5QUPLQuYNjgY633Nkco2GG5iHO8ksdVt2LmVOZXS0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,36,2025-11-12 16:47:44,False
Яндекс,Яндекс.Директ,туры по россии,rtoperator.ru›-Туры-выходного-дня…,Работаем 17 лет. Скидка до 7%! Доставка бесплатно! · Доставка бесплатно. Работаем 17 лет. Скидка до 7%. Подбор тура,https://yabs.yandex.ru/count/WliejI_zOoVX2LaT0sqN0DCgeoMSm0cOlM42UZFyjviXuBs0W0vzFfSxUxRVkVE6Er-_u_M6EzmSrY2X6jPgZjj-vYWo4f9XHSfXBJ8goc4DGbeoIifXFRgXz9EZYcHauuQLHWueDCzlsvPEdz0SLQ6Z75FdqvaxfpaEpL4Laf4ZHrM8cYD7LIWenmZMQX7rHewafH9ALAKa_CRnwTEMub7RENNYjaszKLIjZMGO5LMDPjoeGU86qf8IYIMa4KX6IbGawv6H4j886pPipEs0APidhan31xoKokQN4LaoI0mwZYOG-VZu-FYKm9WY5w25CLLOW1R65641MXXJKGhGmfWQB40BOmfA0LeOKu85Q5l4QULyJV11YJ-0Ge4ffvjKrHN7eiUdjfrsJHsgyOJYq-ZJQKEdDlx4yJjtHkqw2hrpQ5JglA7GwJCgjLdWO3qK81kTaA_E1SkDrm86E01XqilvVCC4k04Sm0Pk3XInBqvXFosjXhqPzjFIQjZI0d3fgPgojueIvAr6xFLThz4voFdr0RBfGgZGS9iqspOSXW-arP0Gm1UCgS40jWxeLjuYGWhZl6aNp1Xy9D7Va0o2inQs9WgLImK-6E2si8CEQ_88KzZUEVaIGsxgM32JZjLZnCmOdOOnQ_0Who18XzlyWa414SiPN79YcdfqypirQFN3pAuT-OC9m8hytmnoYT-RGIxnSpLW8VcxntxBNmk1dvAVXS1F2TFCV0nZbfcFOSmnS-drKvfyytPTrtNQR05A4oGNtSYanp8qcEP9BPBUQPxK8kajtUNBjE5Xb2TxlYmTaNvCU_01ZbC8mVmNn-2k0yzlQLtN8mTt7NXUwu-KAI4ayrdFp9LAfLAeHgk0xNLTny0SGFbHu476tV3W2aKT_AidQvRWhsoSh4jWvOXfk50hNfOB_LRJ_A14ZCYApOgUKbA0oCO5eeoiCDxr2vVeLpNYGwQi_3v1dnzhRfTNThqffww7hDQ1E0_vPawmHLgCosSiVbHNAhAo3LMB~2?etext=2202.29KUDIM5FwpAPPXSEhg1JYpcqdEncd5xUgp9j_kof8lsaWFmcWZpcnl3Z3FkemNh.4b9a096881eeefae8e00f90807415cdfa0e4aac5&from=yandex.ru%3Bsearch%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,1,2025-11-12 16:47:52,False
Яндекс,Яндекс.Директ,туры по россии,drugoymagadan.ru›Авторский тур по Колыме! Все включено!,"Авторский тур по Колыме. Все включено: трансфер, питание, проживание, экскурсии... · Ранее бронирование. до 31.12.25",https://yabs.yandex.ru/count/We4ejI_zOoVX2Laf0fqJ0CCaZ2MSm0cOlM42UZFyjviXuBs0W0v1ZXFbJXFeyxdSsRFzpfqttFdw7QyttE7EI1AgOOH4moYfbc55iWAHM48QKKIjKcLGYMuOoLX2gXwm0wPidhWo3HtmKYgRNqPaoI0nw3YQGEJZu-FZKwB3L8HnqR609dG1ORe0Rm85S65CaGlGmfWgB40BOugm02sCgIW5Q65C3HQWXJ45fG0jZ2d10hGjuhHolYR66tmcv710IawNxaE4GyAYnwUsdNPD7QhnXEBJwDDfGwSs_iJnEtT6xJeAlNDeLEgyeT3fCogrMU1WFHGW6vsGhyu5outN7mdJeaKcNEEctUnhMBmmWrNdymqJu0Pm01kuU1qKDpkni9-MLiFU3FjfQJLiQG6ujAxhkrwZSv3pwmDaquLGeU4sQRPjE0mVIAiX8O0l65E30MmTq6ftc2Wwp9e8BvWn-4YYlo4P16SjR4r0cN2suzt1ix233clo25FOUWewp8IoXI9pVp7afeu5C-dOFKRCZD5f6BC63_8AWdIupIyO512ndC4b9wQfHpU_FuRQ7wRDJD8-E4TiwdznoAPyBmxPbCybG3Blxm6GrFArHcXwFsk4fiSqCtM8CSjC7MAxhkiwRRO0fGcIYsvaqcCP6Zm0jeiOlG-0xI96RtFuiXS_PW5xyWSI2GVsOzg34O3yYjBclrv7ozET_9RMTIOTBKztyje_YGrJ2VgiP-PAfL8fLADLmFQwhcDO8g3yUXdSL6vuS8KY5Fpc5F37McrtnS5mKu3Y8iHDbOL13g9lElJ7bHTvBTW39CX37uhdMekyjCLZPAZH5K6GLAx-MUYe90woaikEkW00~2?etext=2202.29KUDIM5FwpAPPXSEhg1JYpcqdEncd5xUgp9j_kof8lsaWFmcWZpcnl3Z3FkemNh.4b9a096881eeefae8e00f90807415cdfa0e4aac5&from=yandex.ru%3Bsearch%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,2,2025-11-12 16:47:53,False
Яндекс,Яндекс.Директ,туры по россии,1001tur.ru›russia/,"Мы проясним для вас любые вопросы: маршрут, цены, транспорт. Подобрать тур по России с вылетом из Москвы или из любого другого региона вы также...",https://www.1001tur.ru/russia/,1001tur.ru›russia/,,3,2025-11-12 16:47:53,False
Яндекс,Яндекс.Директ,туры по россии,onlinetours.ru›Все страны›Россия — поиск тура от всех туроператоров 2025,"Как выбрать и купить тур в Россию. Туры в Россию – это богатая экскурсионная программа, беззаботный пляжный и активный горнолыжный отдых.",https://www.onlinetours.ru/tury/russia,www.onlinetours.ru,,4,2025-11-12 16:47:53,False
Яндекс,Яндекс.Директ,туры по россии,travelata.ru›Все страны,Туры по России. Правила визирования по странам. Страна. Тип визы. ... Количество отелей в Россию из Москвы: найдено 25 отелей.,https://travelata.ru/rossiya,travelata.ru,,5,2025-11-12 16:47:53,False
Яндекс,Соцсети,туры по россии,vk.com›bolshayastrana,Подобрать тур: https://bolshayastrana.com/tury 8000+ туров и круизов по...,https://vk.com/bolshayastrana,vk.com›bolshayastrana,,0,2025-11-12 16:47:53,False
Яндекс,Яндекс.Директ,туры по россии,alean.ru›tours/rossiya/,Забронировать и купить путевку по России по выгодным ценам. Большой выбор туров с перелетом от туроператора Алеан.,https://www.alean.ru/tours/rossiya/,alean.ru›tours/rossiya/,,6,2025-11-12 16:47:53,False
Яндекс,Яндекс.Директ,туры по россии,101hotels.com›Туры по России,Туры по России 2025: бронируйте отдых в доступных городах страны напрямую на 101Hotels.com! Мы 24/7 оказываем помощь в подборе тура и...,https://101hotels.com/tours/russia,101hotels.com,,7,2025-11-12 16:47:53,False
Яндекс,Яндекс.Директ,туры по россии,coral.ru›main/russia/,"Купить путевку по России от надежного туроператора CORAL TRAVEL! Удобные вылеты, большой выбор отелей, бронирование онлайн...",https://www.coral.ru/main/russia/,coral.ru›main/russia/,,8,2025-11-12 16:47:53,False
Яндекс,Яндекс.Директ,туры по россии,travel.rzd.ru›tours/country/russia,"Большой выбор авторских туров по интересным маршрутам. Наши гиды - историки, местные жители и просто фанаты своего дела. Получайте новые...",https://travel.rzd.ru/tours/country/russia,travel.rzd.ru›tours/country/russia,,9,2025-11-12 16:47:54,False
Яндекс,Яндекс.Директ,туры по россии,tourtrans.ru›actual/russia/,Экскурсионные туры по всей России от ведущего туроператора. Выезды на 2024 год. Большой выбор маршрутов из Москвы и Санкт-Петербурга.,https://www.tourtrans.ru/actual/russia/,tourtrans.ru›actual/russia/,,10,2025-11-12 16:47:54,False
Яндекс,Яндекс.Директ,туры по россии,vand.ru›Туры по России,"Популярные туры по России из Москвы — путешествия в северную столицу, поездки в Калининград и Великий Новгород.",https://vand.ru/page/russia-tours/,vand.ru,,11,2025-11-12 16:47:54,False
Яндекс,Яндекс.Директ,туры по россии,river.sputnik-germes.ru›Круизы по Волге Со Спутник-Гермес…,"Узнайте, как выгодно отдохнуть на теплоходе. Выбирайте каюты и заказывайте тур!",https://yabs.yandex.ru/count/WgqejI_zOoVX2LcW0lqK08FcaIMSm0cOlM42UZFyjviXuBs0WFv012AKEqsWp-ToPy_sEtVUSEVhTxpUS8UBtrCxnv-tBOtUKLoAsqxfD0grdoIEPXoDe2ejKMae9GaDaLX26f5a9KAoogXf21KfBHqbZK2orX120h83fcoUk38D7V1IAfjVHcJ9837eE9f0vEFZu-DJ0cEAN80MnbHX0LeOKuG5Q65CHIb02sDgi00jZ2ae1MXXJ0aMe6qHfvNpDM6-KP8eOdkHqwNxrBp6B7fyQjjfrzIX6ayeFeq-dJPqQkDF7BzpPzIkez0xXqQbpXiAdJwZKfi53jP30RBH2VdgNB3SUA68NR2L8ePTxcxsBppCF2sgpkSR9i0Du00sSEr7n36YrohifwNLi3V3VbfQ3LjQ02uzLLDsGDUPz5slqJd8-VK1ikb2gD1mcpJRDXo63wJLa1305uofmG2s5cYnt2yCOGSiNA_Nw_Kg8mxhNyeNp1Xy9D7Va0o2inQs9jpkgZeuO8iH2plei2QFC8Mjfw33J2Ylu3R6a9iw5ioaO_SOCJD6fs7C6Zp8AmZIuJQ_O510n786bvoOfXxT_5ueylN39NGd7mnZCF9_JT05Vgy9ki3FPP55vUzqaohor_ekuoy_wxkClp3D_eeBi-mPZJJvvkswhkkqsGAK9aWkkf59ZsLeiC_o8zFxXZjTIs-NTRxisvGaEVFat_K5oDQFQGz6W4eK97F-My8VbRSklwLrNJ__KNdhyjh_nSjO4w7F-gPGZLO1s-kwZc6vA_y90wfutF3W2aKR_0R31uJjLWrtpB_JZBw6FWDu2pBn-UI7XzMSIgF2IOKnDGLOM9SQLvRiv1y1cvH05DSJxowtFuOQv8C2YVtWYRRuZNWQpwtsbG9GNfvJcg-UEdyt~2?etext=2202.29KUDIM5FwpAPPXSEhg1JYpcqdEncd5xUgp9j_kof8lsaWFmcWZpcnl3Z3FkemNh.4b9a096881eeefae8e00f90807415cdfa0e4aac5&from=yandex.ru%3Bsearch%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,12,2025-11-12 16:47:54,False
Яндекс,Яндекс.Директ,туры по россии,азимут-тур.рф›Туры-на-теплоходах-2...,Выгодные Круизы Без Наценок. Подбор За 15 Мин. Есть Скидки и Рассрочка,https://yabs.yandex.ru/count/Ws4ejI_zOoVX2Lbi19qQ04Cig4yTu0JCFW6kDqn0RuR_TZC4l1CGq5NaD2ftca2Vp-NEdkrtxdpNryxNxtYzuGxtoNFqWsITeMGqu-Y7-WCau-TvOWh2YG843m2gGYJmL8L-U7Bmv30guaco9b6HPXnLgzId53h5Rod-bDeyLQ6VAZM7auUdAWGauuQLHexy6PqwS-STXJgVF5MXdnmvh4L6HJpM8EhGKGuyUkTHwTCfjGeLKMiO8GaL6I41rLPhKH4LYKIIDKbe2IceHhBM44AggK99IKj8LHb0H3YMh3M0agHrNTT58p0PTy2KpHDNfg43Nafbyyk8B1aa1Xr765Fa0hGmfWeBqCAO8Yn02sCgIW5Q65E31MXXJ44fG0jZIh00ROiuhPol2RyWWr_8Qq5Eb-vpTEBt8SpyuCrt3zmNLAmyGVazmN8um9T5ZqzjE-sQEbJZ2SMdqQVJXavj_8dZT-wCsdKKUkVGgDHvGw7JPrHgiy31UYX0DZeXNvqBbXil3hj7A6HSpkSR9i0Du00sSF4fa6U8NgkmdvPMmzuC-sbfDMnf0RZqL4tPzm799dAGy-i3PDE5KA7XDccsRJWC7qYh8I60BnXJWm5i7T2rNWm-akXlI0R1MGjR4zuGAH0JWpGjxA334eYoWyBMKz1X9fJ_BkwB8JTrB9X9YzLZnCmOdOOnQ_0Who18XzlyWa414SiPN79Ycdfqyok22jWFUwyNb0-ke8ZrlnNwoDzReO_ykHTw2FxzANVrjVOIj9-rbw0npKkfBMPvQMLjrtLTfyqMe3H1Sj6DJ7eiGuCf5FdgedSAHRwww2tTvykVoqbKcIT_BwwhiH_J7en0byZnrtzfNMVImMXeMR_ZtQmo5-l4HSnh_wHJ6rzNKwX6gu3jTLt7y8UK_oO53Vc61rSe0Zly3Df38lmb8z26YLLy2tGd0q8S3O-pHeRNe5qvDimEdciPmx8i4PGR342UNNMApg6UJGYFyFB9CBJYmfZ-6XJ8CTaCLDnDaxO47dChO3SLxxZUQdlIo72yNfXTpmnykH7N5ciLX41N2Pk0nSDRqtf129bjjz5wOxti04Qk03YAqrnIcJ8rb-4pXrFLnXxm2DxyM4237o8u5WUbjaLkDzPO5o5m0oo0EbRgzjLvvzS4~2?etext=2202.29KUDIM5FwpAPPXSEhg1JYpcqdEncd5xUgp9j_kof8lsaWFmcWZpcnl3Z3FkemNh.4b9a096881eeefae8e00f90807415cdfa0e4aac5&from=yandex.ru%3Bsearch%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,13,2025-11-12 16:47:54,False
Яндекс,Яндекс.Директ,туры по россии,doninturflot.com›Круизы-на-теплоходе...,Речные круизы на теплоходе «Игорь Стравинский» от компании «Донинтурфлот» · Программа лояльности. Комфортные каюты. Опытный экипаж,https://yabs.yandex.ru/count/WjWejI_zOoVX2Ldz0bKM0ADdbqDxPWcOlM42UZFyjviXuFq8wD3dSxcpP_kTEs-uy_KxNc-umxr_aAmpb8n-xAdJ-PJUJwZzZERG-odDxHyS02GOAIrHwwGZeHb9Lnf9HK8rg4XAIJz8HZA4wYEX6KH6GIEKZ8QkI4jAHK95HbNj3fYoUUBAD7J0IwbiVXcH9OF4eEDe0f6FZu-FJuaEKv4fGnKKq8Gk85m1Om5S65Fa0hGmfWeBqCAO8Yn02sCgIW5Q65E31MXXJ44fG0jZIh00ROiuhPolYSFgq9c688WvtQKmEIeVml-3rtlWqd2YI6S86RKbS80lYnwVsdRQDNMenXEAJwDFfmsTslWJn-_S6RNhAFJEeL6fyuP2fy-er6Q1W_LGW6nqGhuw5omttXnlJOxbCJSknvkTxiUG9itA-Np31BW17C06hW9yOqyGlLPXFosjXhqPzjFIQjZI0d0jq7LThz4voFdr0RBfGgZGS9iqspOSXW-arP0Gm1UCgS40jWvejNlYzNgzNgyOV2JHtv0CWhCMjYREV718GCjPPs477TRa4QQmzL8MGsxgM32JZjrZnCmOdOOnmtmzo2i8qk4sls1GGCHo1fUScAOUtVnM0DNrm_GRPDa7vmWk-L-SEBtlnOdJ-zm2hgJ-xdKcQLzhn0NkPusum37DVZl7BDDrLymnS-bjxhgkwxJP0fGcI2wwaKcFPMWm1oIGWFJE0Gaa8Brbblcov_goCkZ9teyfRUl7j0SZG2HEpj5_RozTp62cjC8kh_rVf63HTUbHQ2Jg2ziL6s5Jg4QhWErrNSUm_ABy3UHqDRdXmHMA8loLAuKC1nI__Xqa_zXQiGqCEFBQEGTibxLZchnJhjgMpCXtYiIpa01Ljv42djBiFxalOcH_bF50VRBP1ul8ooBvi2jx3lGMeAzZhiy3_O0FkX08jN5nBUgZtenJQ-odPtLAflFLo7Dq1G00~2?etext=2202.29KUDIM5FwpAPPXSEhg1JYpcqdEncd5xUgp9j_kof8lsaWFmcWZpcnl3Z3FkemNh.4b9a096881eeefae8e00f90807415cdfa0e4aac5&from=yandex.ru%3Bsearch%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,14,2025-11-12 16:47:54,False
Яндекс,Яндекс.Директ,туры по россии,vodohod.com›Восточная-сказка…,17 ноября 2025 (Пн)-20 ноября 2025 (Чт) ВодоходЪ,https://yabs.yandex.ru/count/WjuejI_zOoVX2Ld-0eKM09EfdIMSm0cOVG9SRvY0tWp_xMO8U2SWe3_GH5RkD84-dykTFTllt7d3dQ_VyNh37UuFahMeYEfpj6I4z02ILIc9Ea4IqW-EsrBxnftI7tiAVTfGF8_UqXKk9lXPyGBwT3xh6aP5jTIkYOIGg3Jg4AXAIKj4TTLeXj7GaLM91FJfV998iYO9BI45aI0o2XfHDPfXL3MgGVFO0LCsJroPXWvuAPNDBoEoP90OT1nD8FBnyV7nAO4nHIv02sEgi00jZ2d20hGmfg8Ke8KnDLY05iOKb0AqCAO42z2sYDFA-PeGUo11y-zqoEdII-x4H3w4cn-ytWFNVo6NP3asDPc53V1bqUDJsqwxfWxLU4BnQVJfjA5J6t_Y-9qxetOTXTuvD2frtb3ez1cLsYnmi1uAa8rEo5VdWkN6UuJgXZT6uto-OGBS00vW0tS3TaeXeXShxAUbrR0tmtvQMWrRMW0kFLLJBa9ix54ZTY2hwtgDpa7Ehm-GJHT2XORRfDcsuJ1y8As6X02-O4mD1h3jmMgz67maqT-G38Ap5hOcognmb6JbpB2mWmvB84gMmjPJq64cbFyE5KDkwbWmanQhnuYPCJeDOzRWGLv1a0wt-GM30YAMCxZan3JrwERNWf_M3q-HQFdWfMFtVvUDt-zTDdu_byaaojylSBDVUs47_DaBEo3Jl0J_O9PXejWnnyobDsRNTLsdpHQWD45oqOrCUYn3Woc0f-YT0dYAtj9cNnPWsyJAat-GCPVNZsaFJi0hKica_zAwpiGqP14Cqkzu7TVO60lLXUUrVpBhCUyyPk8IHGTP3pEnfb2DLW7RwxgEOJcf_2o8ZCdSyE0AHHty4aSUmKAicvMtfqeC9RbjOqwxjaF5bbKUPSsetjP0D2bhZB6oqnSveKyQ1rz6MNAIB9_TP4AT1JOyGYNOGrszFGaJMxnP6ngDj_AVALovFj1N7xai7m00~2?etext=2202.29KUDIM5FwpAPPXSEhg1JYpcqdEncd5xUgp9j_kof8lsaWFmcWZpcnl3Z3FkemNh.4b9a096881eeefae8e00f90807415cdfa0e4aac5&from=yandex.ru%3Bsearch%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,15,2025-11-12 16:47:54,False
